Entity,Code,Year,Multiparty elections (best estimate) (re-estimate)
India,IND,1964,1
India,IND,1965,1
India,IND,1966,1
India,IND,1967,1
India,IND,1968,1
India,IND,1969,1
India,IND,1970,1
India,IND,1971,1
India,IND,1972,1
India,IND,1973,1
India,IND,1974,1
India,IND,1975,1
India,IND,1976,1
India,IND,1977,1
India,IND,1978,1
India,IND,1979,1
India,IND,1980,1
India,IND,1981,1
India,IND,1982,1
India,IND,1983,1
India,IND,1984,1
India,IND,1985,1
India,IND,1986,1
India,IND,1987,1
India,IND,1988,1
India,IND,1989,1
India,IND,1990,1
India,IND,1991,1
India,IND,1992,1
India,IND,1993,1
India,IND,1994,1
India,IND,1995,1
India,IND,1996,1
India,IND,1997,1
India,IND,1998,1
India,IND,1999,1
India,IND,2000,1
India,IND,2001,1
India,IND,2002,1
India,IND,2003,1
India,IND,2004,1
India,IND,2005,1
India,IND,2006,1
India,IND,2007,1
India,IND,2008,1
India,IND,2009,1
India,IND,2010,1
India,IND,2011,1
India,IND,2012,1
India,IND,2013,1
India,IND,2014,1
India,IND,2015,1
India,IND,2016,1
India,IND,2017,1
India,IND,2018,1
India,IND,2019,1
India,IND,2020,1
India,IND,2021,1
India,IND,2022,1
India,IND,2023,1
Indonesia,IDN,1955,1
Indonesia,IDN,1956,1
Indonesia,IDN,1957,1
Indonesia,IDN,1958,1
Indonesia,IDN,1959,1
Indonesia,IDN,1960,1
Indonesia,IDN,1971,1
Indonesia,IDN,1972,1
Indonesia,IDN,1973,1
Indonesia,IDN,1974,1
Indonesia,IDN,1975,1
Indonesia,IDN,1976,1
Indonesia,IDN,1977,1
Indonesia,IDN,1978,1
Indonesia,IDN,1979,1
Indonesia,IDN,1980,1
Indonesia,IDN,1981,1
Indonesia,IDN,1982,1
Indonesia,IDN,1983,1
Indonesia,IDN,1984,1
Indonesia,IDN,1985,1
Indonesia,IDN,1986,1
Indonesia,IDN,1987,1
Indonesia,IDN,1988,1
Indonesia,IDN,1989,1
Indonesia,IDN,1990,1
Indonesia,IDN,1991,1
Indonesia,IDN,1992,1
Indonesia,IDN,1993,1
Indonesia,IDN,1994,1
Indonesia,IDN,1995,1
Indonesia,IDN,1996,1
Indonesia,IDN,1997,1
Indonesia,IDN,1998,1
Indonesia,IDN,1999,1
Indonesia,IDN,2000,1
Indonesia,IDN,2001,1
Indonesia,IDN,2002,1
Indonesia,IDN,2003,1
Indonesia,IDN,2004,1
Indonesia,IDN,2005,1
Indonesia,IDN,2006,1
Indonesia,IDN,2007,1
Indonesia,IDN,2008,1
Indonesia,IDN,2009,1
Indonesia,IDN,2010,1
Indonesia,IDN,2011,1
Indonesia,IDN,2012,1
Indonesia,IDN,2013,1
Indonesia,IDN,2014,1
Indonesia,IDN,2015,1
Indonesia,IDN,2016,1
Indonesia,IDN,2017,1
Indonesia,IDN,2018,1
Indonesia,IDN,2019,1
Indonesia,IDN,2020,1
Indonesia,IDN,2021,1
Indonesia,IDN,2022,1
Indonesia,IDN,2023,1
Iran,IRN,1963,0
Iran,IRN,1964,0
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,1
Iran,IRN,1980,1
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,1
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,1
Iran,IRN,1997,1
Iran,IRN,1998,1
Iran,IRN,1999,1
Iran,IRN,2000,1
Iran,IRN,2001,1
Iran,IRN,2002,1
Iran,IRN,2003,1
Iran,IRN,2004,0
Iran,IRN,2005,1
Iran,IRN,2006,1
Iran,IRN,2007,1
Iran,IRN,2008,1
Iran,IRN,2009,1
Iran,IRN,2010,1
Iran,IRN,2011,1
Iran,IRN,2012,1
Iran,IRN,2013,1
Iran,IRN,2014,1
Iran,IRN,2015,1
Iran,IRN,2016,1
Iran,IRN,2017,0
Iran,IRN,2018,0
Iran,IRN,2019,0
Iran,IRN,2020,0
Iran,IRN,2021,0
Iran,IRN,2022,0
Iran,IRN,2023,0
Iraq,IRQ,1908,1
Iraq,IRQ,1909,1
Iraq,IRQ,1910,1
Iraq,IRQ,1911,1
Iraq,IRQ,1912,1
Iraq,IRQ,1913,1
Iraq,IRQ,1914,0
Iraq,IRQ,1915,0
Iraq,IRQ,1916,0
Iraq,IRQ,1917,0
Iraq,IRQ,1918,0
Iraq,IRQ,1919,0
Iraq,IRQ,1953,1
Iraq,IRQ,1954,1
Iraq,IRQ,1955,1
Iraq,IRQ,1956,1
Iraq,IRQ,1957,1
Iraq,IRQ,1958,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2005,1
Iraq,IRQ,2006,1
Iraq,IRQ,2007,1
Iraq,IRQ,2008,1
Iraq,IRQ,2009,1
Iraq,IRQ,2010,1
Iraq,IRQ,2011,1
Iraq,IRQ,2012,1
Iraq,IRQ,2013,1
Iraq,IRQ,2014,1
Iraq,IRQ,2015,1
Iraq,IRQ,2016,1
Iraq,IRQ,2017,1
Iraq,IRQ,2018,1
Iraq,IRQ,2019,1
Iraq,IRQ,2020,1
Iraq,IRQ,2021,1
Iraq,IRQ,2022,1
Iraq,IRQ,2023,1
Ireland,IRL,1790,1
Ireland,IRL,1791,1
Ireland,IRL,1792,1
Ireland,IRL,1793,1
Ireland,IRL,1794,1
Ireland,IRL,1795,1
Ireland,IRL,1796,1
Ireland,IRL,1797,1
Ireland,IRL,1798,1
Ireland,IRL,1799,1
Ireland,IRL,1800,1
Ireland,IRL,1801,1
Ireland,IRL,1802,1
Ireland,IRL,1803,1
Ireland,IRL,1804,1
Ireland,IRL,1805,1
Ireland,IRL,1806,1
Ireland,IRL,1807,1
Ireland,IRL,1808,1
Ireland,IRL,1809,1
Ireland,IRL,1810,1
Ireland,IRL,1811,1
Ireland,IRL,1812,1
Ireland,IRL,1813,1
Ireland,IRL,1814,1
Ireland,IRL,1815,1
Ireland,IRL,1816,1
Ireland,IRL,1817,1
Ireland,IRL,1818,1
Ireland,IRL,1819,1
Ireland,IRL,1820,1
Ireland,IRL,1821,1
Ireland,IRL,1822,1
Ireland,IRL,1823,1
Ireland,IRL,1824,1
Ireland,IRL,1825,1
Ireland,IRL,1826,1
Ireland,IRL,1827,1
Ireland,IRL,1828,1
Ireland,IRL,1829,1
Ireland,IRL,1830,1
Ireland,IRL,1831,1
Ireland,IRL,1832,1
Ireland,IRL,1833,1
Ireland,IRL,1834,1
Ireland,IRL,1835,1
Ireland,IRL,1836,1
Ireland,IRL,1837,1
Ireland,IRL,1838,1
Ireland,IRL,1839,1
Ireland,IRL,1840,1
Ireland,IRL,1841,1
Ireland,IRL,1842,1
Ireland,IRL,1843,1
Ireland,IRL,1844,1
Ireland,IRL,1845,1
Ireland,IRL,1846,1
Ireland,IRL,1847,1
Ireland,IRL,1848,1
Ireland,IRL,1849,1
Ireland,IRL,1850,1
Ireland,IRL,1851,1
Ireland,IRL,1852,1
Ireland,IRL,1853,1
Ireland,IRL,1854,1
Ireland,IRL,1855,1
Ireland,IRL,1856,1
Ireland,IRL,1857,1
Ireland,IRL,1858,1
Ireland,IRL,1859,1
Ireland,IRL,1860,1
Ireland,IRL,1861,1
Ireland,IRL,1862,1
Ireland,IRL,1863,1
Ireland,IRL,1864,1
Ireland,IRL,1865,1
Ireland,IRL,1866,1
Ireland,IRL,1867,1
Ireland,IRL,1868,1
Ireland,IRL,1869,1
Ireland,IRL,1870,1
Ireland,IRL,1871,1
Ireland,IRL,1872,1
Ireland,IRL,1873,1
Ireland,IRL,1874,1
Ireland,IRL,1875,1
Ireland,IRL,1876,1
Ireland,IRL,1877,1
Ireland,IRL,1878,1
Ireland,IRL,1879,1
Ireland,IRL,1880,1
Ireland,IRL,1881,1
Ireland,IRL,1882,1
Ireland,IRL,1883,1
Ireland,IRL,1884,1
Ireland,IRL,1885,1
Ireland,IRL,1886,1
Ireland,IRL,1887,1
Ireland,IRL,1888,1
Ireland,IRL,1889,1
Ireland,IRL,1890,1
Ireland,IRL,1891,1
Ireland,IRL,1892,1
Ireland,IRL,1893,1
Ireland,IRL,1894,1
Ireland,IRL,1895,1
Ireland,IRL,1896,1
Ireland,IRL,1897,1
Ireland,IRL,1898,1
Ireland,IRL,1899,1
Ireland,IRL,1900,1
Ireland,IRL,1901,1
Ireland,IRL,1902,1
Ireland,IRL,1903,1
Ireland,IRL,1904,1
Ireland,IRL,1905,1
Ireland,IRL,1906,1
Ireland,IRL,1907,1
Ireland,IRL,1908,1
Ireland,IRL,1909,1
Ireland,IRL,1910,1
Ireland,IRL,1911,1
Ireland,IRL,1912,1
Ireland,IRL,1913,1
Ireland,IRL,1914,1
Ireland,IRL,1915,1
Ireland,IRL,1916,1
Ireland,IRL,1917,1
Ireland,IRL,1918,1
Ireland,IRL,1921,1
Ireland,IRL,1922,1
Ireland,IRL,1923,1
Ireland,IRL,1924,1
Ireland,IRL,1925,1
Ireland,IRL,1926,1
Ireland,IRL,1927,1
Ireland,IRL,1928,1
Ireland,IRL,1929,1
Ireland,IRL,1930,1
Ireland,IRL,1931,1
Ireland,IRL,1932,1
Ireland,IRL,1933,1
Ireland,IRL,1934,1
Ireland,IRL,1935,1
Ireland,IRL,1936,1
Ireland,IRL,1937,1
Ireland,IRL,1938,1
Ireland,IRL,1939,1
Ireland,IRL,1940,1
Ireland,IRL,1941,1
Ireland,IRL,1942,1
Ireland,IRL,1943,1
Ireland,IRL,1944,1
Ireland,IRL,1945,1
Ireland,IRL,1946,1
Ireland,IRL,1947,1
Ireland,IRL,1948,1
Ireland,IRL,1949,1
Ireland,IRL,1950,1
Ireland,IRL,1951,1
Ireland,IRL,1952,1
Ireland,IRL,1953,1
Ireland,IRL,1954,1
Ireland,IRL,1955,1
Ireland,IRL,1956,1
Ireland,IRL,1957,1
Ireland,IRL,1958,1
Ireland,IRL,1959,1
Ireland,IRL,1960,1
Ireland,IRL,1961,1
Ireland,IRL,1962,1
Ireland,IRL,1963,1
Ireland,IRL,1964,1
Ireland,IRL,1965,1
Ireland,IRL,1966,1
Ireland,IRL,1967,1
Ireland,IRL,1968,1
Ireland,IRL,1969,1
Ireland,IRL,1970,1
Ireland,IRL,1971,1
Ireland,IRL,1972,1
Ireland,IRL,1973,1
Ireland,IRL,1974,1
Ireland,IRL,1975,1
Ireland,IRL,1976,1
Ireland,IRL,1977,1
Ireland,IRL,1978,1
Ireland,IRL,1979,1
Ireland,IRL,1980,1
Ireland,IRL,1981,1
Ireland,IRL,1982,1
Ireland,IRL,1983,1
Ireland,IRL,1984,1
Ireland,IRL,1985,1
Ireland,IRL,1986,1
Ireland,IRL,1987,1
Ireland,IRL,1988,1
Ireland,IRL,1989,1
Ireland,IRL,1990,1
Ireland,IRL,1991,1
Ireland,IRL,1992,1
Ireland,IRL,1993,1
Ireland,IRL,1994,1
Ireland,IRL,1995,1
Ireland,IRL,1996,1
Ireland,IRL,1997,1
Ireland,IRL,1998,1
Ireland,IRL,1999,1
Ireland,IRL,2000,1
Ireland,IRL,2001,1
Ireland,IRL,2002,1
Ireland,IRL,2003,1
Ireland,IRL,2004,1
Ireland,IRL,2005,1
Ireland,IRL,2006,1
Ireland,IRL,2007,1
Ireland,IRL,2008,1
Ireland,IRL,2009,1
Ireland,IRL,2010,1
Ireland,IRL,2011,1
Ireland,IRL,2012,1
Ireland,IRL,2013,1
Ireland,IRL,2014,1
Ireland,IRL,2015,1
Ireland,IRL,2016,1
Ireland,IRL,2017,1
Ireland,IRL,2018,1
Ireland,IRL,2019,1
Ireland,IRL,2020,1
Ireland,IRL,2021,1
Ireland,IRL,2022,1
Ireland,IRL,2023,1
Israel,ISR,1908,1
Israel,ISR,1909,1
Israel,ISR,1910,1
Israel,ISR,1911,1
Israel,ISR,1912,1
Israel,ISR,1913,1
Israel,ISR,1914,0
Israel,ISR,1915,0
Israel,ISR,1916,0
Israel,ISR,1917,0
Israel,ISR,1918,0
Israel,ISR,1919,0
Israel,ISR,1949,1
Israel,ISR,1950,1
Israel,ISR,1951,1
Israel,ISR,1952,1
Israel,ISR,1953,1
Israel,ISR,1954,1
Israel,ISR,1955,1
Israel,ISR,1956,1
Israel,ISR,1957,1
Israel,ISR,1958,1
Israel,ISR,1959,1
Israel,ISR,1960,1
Israel,ISR,1961,1
Israel,ISR,1962,1
Israel,ISR,1963,1
Israel,ISR,1964,1
Israel,ISR,1965,1
Israel,ISR,1966,1
Israel,ISR,1967,1
Israel,ISR,1968,1
Israel,ISR,1969,1
Israel,ISR,1970,1
Israel,ISR,1971,1
Israel,ISR,1972,1
Israel,ISR,1973,1
Israel,ISR,1974,1
Israel,ISR,1975,1
Israel,ISR,1976,1
Israel,ISR,1977,1
Israel,ISR,1978,1
Israel,ISR,1979,1
Israel,ISR,1980,1
Israel,ISR,1981,1
Israel,ISR,1982,1
Israel,ISR,1983,1
Israel,ISR,1984,1
Israel,ISR,1985,1
Israel,ISR,1986,1
Israel,ISR,1987,1
Israel,ISR,1988,1
Israel,ISR,1989,1
Israel,ISR,1990,1
Israel,ISR,1991,1
Israel,ISR,1992,1
Israel,ISR,1993,1
Israel,ISR,1994,1
Israel,ISR,1995,1
Israel,ISR,1996,1
Israel,ISR,1997,1
Israel,ISR,1998,1
Israel,ISR,1999,1
Israel,ISR,2000,1
Israel,ISR,2001,1
Israel,ISR,2002,1
Israel,ISR,2003,1
Israel,ISR,2004,1
Israel,ISR,2005,1
Israel,ISR,2006,1
Israel,ISR,2007,1
Israel,ISR,2008,1
Israel,ISR,2009,1
Israel,ISR,2010,1
Israel,ISR,2011,1
Israel,ISR,2012,1
Israel,ISR,2013,1
Israel,ISR,2014,1
Israel,ISR,2015,1
Israel,ISR,2016,1
Israel,ISR,2017,1
Israel,ISR,2018,1
Israel,ISR,2019,1
Israel,ISR,2020,1
Israel,ISR,2021,1
Israel,ISR,2022,1
Israel,ISR,2023,1
Italy,ITA,1848,1
Italy,ITA,1849,1
Italy,ITA,1850,1
Italy,ITA,1851,1
Italy,ITA,1852,1
Italy,ITA,1853,1
Italy,ITA,1854,1
Italy,ITA,1855,1
Italy,ITA,1856,1
Italy,ITA,1857,1
Italy,ITA,1858,1
Italy,ITA,1859,1
Italy,ITA,1860,1
Italy,ITA,1861,1
Italy,ITA,1862,1
Italy,ITA,1863,1
Italy,ITA,1864,1
Italy,ITA,1865,1
Italy,ITA,1866,1
Italy,ITA,1867,1
Italy,ITA,1868,1
Italy,ITA,1869,1
Italy,ITA,1870,1
Italy,ITA,1871,1
Italy,ITA,1872,1
Italy,ITA,1873,1
Italy,ITA,1874,1
Italy,ITA,1875,1
Italy,ITA,1876,1
Italy,ITA,1877,1
Italy,ITA,1878,1
Italy,ITA,1879,1
Italy,ITA,1880,1
Italy,ITA,1881,1
Italy,ITA,1882,1
Italy,ITA,1883,1
Italy,ITA,1884,1
Italy,ITA,1885,1
Italy,ITA,1886,1
Italy,ITA,1887,1
Italy,ITA,1888,1
Italy,ITA,1889,1
Italy,ITA,1890,1
Italy,ITA,1891,1
Italy,ITA,1892,1
Italy,ITA,1893,1
Italy,ITA,1894,1
Italy,ITA,1895,1
Italy,ITA,1896,1
Italy,ITA,1897,1
Italy,ITA,1898,1
Italy,ITA,1899,1
Italy,ITA,1900,1
Italy,ITA,1901,1
Italy,ITA,1902,1
Italy,ITA,1903,1
Italy,ITA,1904,1
Italy,ITA,1905,1
Italy,ITA,1906,1
Italy,ITA,1907,1
Italy,ITA,1908,1
Italy,ITA,1909,1
Italy,ITA,1910,1
Italy,ITA,1911,1
Italy,ITA,1912,1
Italy,ITA,1913,1
Italy,ITA,1914,1
Italy,ITA,1915,1
Italy,ITA,1916,1
Italy,ITA,1917,1
Italy,ITA,1918,1
Italy,ITA,1919,1
Italy,ITA,1920,1
Italy,ITA,1921,1
Italy,ITA,1922,1
Italy,ITA,1923,1
Italy,ITA,1924,1
Italy,ITA,1925,1
Italy,ITA,1926,1
Italy,ITA,1927,1
Italy,ITA,1928,1
Italy,ITA,1929,0
Italy,ITA,1930,0
Italy,ITA,1931,0
Italy,ITA,1932,0
Italy,ITA,1933,0
Italy,ITA,1934,0
Italy,ITA,1935,0
Italy,ITA,1936,0
Italy,ITA,1937,0
Italy,ITA,1938,0
Italy,ITA,1939,0
Italy,ITA,1940,0
Italy,ITA,1941,0
Italy,ITA,1942,0
Italy,ITA,1943,0
Italy,ITA,1946,1
Italy,ITA,1947,1
Italy,ITA,1948,1
Italy,ITA,1949,1
Italy,ITA,1950,1
Italy,ITA,1951,1
Italy,ITA,1952,1
Italy,ITA,1953,1
Italy,ITA,1954,1
Italy,ITA,1955,1
Italy,ITA,1956,1
Italy,ITA,1957,1
Italy,ITA,1958,1
Italy,ITA,1959,1
Italy,ITA,1960,1
Italy,ITA,1961,1
Italy,ITA,1962,1
Italy,ITA,1963,1
Italy,ITA,1964,1
Italy,ITA,1965,1
Italy,ITA,1966,1
Italy,ITA,1967,1
Italy,ITA,1968,1
Italy,ITA,1969,1
Italy,ITA,1970,1
Italy,ITA,1971,1
Italy,ITA,1972,1
Italy,ITA,1973,1
Italy,ITA,1974,1
Italy,ITA,1975,1
Italy,ITA,1976,1
Italy,ITA,1977,1
Italy,ITA,1978,1
Italy,ITA,1979,1
Italy,ITA,1980,1
Italy,ITA,1981,1
Italy,ITA,1982,1
Italy,ITA,1983,1
Italy,ITA,1984,1
Italy,ITA,1985,1
Italy,ITA,1986,1
Italy,ITA,1987,1
Italy,ITA,1988,1
Italy,ITA,1989,1
Italy,ITA,1990,1
Italy,ITA,1991,1
Italy,ITA,1992,1
Italy,ITA,1993,1
Italy,ITA,1994,1
Italy,ITA,1995,1
Italy,ITA,1996,1
Italy,ITA,1997,1
Italy,ITA,1998,1
Italy,ITA,1999,1
Italy,ITA,2000,1
Italy,ITA,2001,1
Italy,ITA,2002,1
Italy,ITA,2003,1
Italy,ITA,2004,1
Italy,ITA,2005,1
Italy,ITA,2006,1
Italy,ITA,2007,1
Italy,ITA,2008,1
Italy,ITA,2009,1
Italy,ITA,2010,1
Italy,ITA,2011,1
Italy,ITA,2012,1
Italy,ITA,2013,1
Italy,ITA,2014,1
Italy,ITA,2015,1
Italy,ITA,2016,1
Italy,ITA,2017,1
Italy,ITA,2018,1
Italy,ITA,2019,1
Italy,ITA,2020,1
Italy,ITA,2021,1
Italy,ITA,2022,1
Italy,ITA,2023,1
Jamaica,JAM,1901,0
Jamaica,JAM,1902,0
Jamaica,JAM,1903,0
Jamaica,JAM,1904,0
Jamaica,JAM,1905,0
Jamaica,JAM,1906,0
Jamaica,JAM,1907,0
Jamaica,JAM,1908,0
Jamaica,JAM,1909,0
Jamaica,JAM,1910,0
Jamaica,JAM,1911,0
Jamaica,JAM,1912,0
Jamaica,JAM,1913,0
Jamaica,JAM,1914,0
Jamaica,JAM,1915,0
Jamaica,JAM,1916,0
Jamaica,JAM,1917,0
Jamaica,JAM,1918,0
Jamaica,JAM,1919,0
Jamaica,JAM,1920,0
Jamaica,JAM,1921,0
Jamaica,JAM,1922,0
Jamaica,JAM,1923,0
Jamaica,JAM,1924,0
Jamaica,JAM,1925,0
Jamaica,JAM,1926,0
Jamaica,JAM,1927,0
Jamaica,JAM,1928,0
Jamaica,JAM,1929,0
Jamaica,JAM,1930,0
Jamaica,JAM,1931,0
Jamaica,JAM,1932,0
Jamaica,JAM,1933,0
Jamaica,JAM,1934,0
Jamaica,JAM,1935,0
Jamaica,JAM,1936,0
Jamaica,JAM,1937,0
Jamaica,JAM,1938,0
Jamaica,JAM,1939,0
Jamaica,JAM,1940,0
Jamaica,JAM,1941,0
Jamaica,JAM,1942,0
Jamaica,JAM,1943,0
Jamaica,JAM,1944,1
Jamaica,JAM,1945,1
Jamaica,JAM,1946,1
Jamaica,JAM,1947,1
Jamaica,JAM,1948,1
Jamaica,JAM,1949,1
Jamaica,JAM,1950,1
Jamaica,JAM,1951,1
Jamaica,JAM,1952,1
Jamaica,JAM,1953,1
Jamaica,JAM,1954,1
Jamaica,JAM,1955,1
Jamaica,JAM,1956,1
Jamaica,JAM,1957,1
Jamaica,JAM,1958,1
Jamaica,JAM,1959,1
Jamaica,JAM,1960,1
Jamaica,JAM,1961,1
Jamaica,JAM,1962,1
Jamaica,JAM,1963,1
Jamaica,JAM,1964,1
Jamaica,JAM,1965,1
Jamaica,JAM,1966,1
Jamaica,JAM,1967,1
Jamaica,JAM,1968,1
Jamaica,JAM,1969,1
Jamaica,JAM,1970,1
Jamaica,JAM,1971,1
Jamaica,JAM,1972,1
Jamaica,JAM,1973,1
Jamaica,JAM,1974,1
Jamaica,JAM,1975,1
Jamaica,JAM,1976,1
Jamaica,JAM,1977,1
Jamaica,JAM,1978,1
Jamaica,JAM,1979,1
Jamaica,JAM,1980,1
Jamaica,JAM,1981,1
Jamaica,JAM,1982,1
Jamaica,JAM,1983,1
Jamaica,JAM,1984,1
Jamaica,JAM,1985,1
Jamaica,JAM,1986,1
Jamaica,JAM,1987,1
Jamaica,JAM,1988,1
Jamaica,JAM,1989,1
Jamaica,JAM,1990,1
Jamaica,JAM,1991,1
Jamaica,JAM,1992,1
Jamaica,JAM,1993,1
Jamaica,JAM,1994,1
Jamaica,JAM,1995,1
Jamaica,JAM,1996,1
Jamaica,JAM,1997,1
Jamaica,JAM,1998,1
Jamaica,JAM,1999,1
Jamaica,JAM,2000,1
Jamaica,JAM,2001,1
Jamaica,JAM,2002,1
Jamaica,JAM,2003,1
Jamaica,JAM,2004,1
Jamaica,JAM,2005,1
Jamaica,JAM,2006,1
Jamaica,JAM,2007,1
Jamaica,JAM,2008,1
Jamaica,JAM,2009,1
Jamaica,JAM,2010,1
Jamaica,JAM,2011,1
Jamaica,JAM,2012,1
Jamaica,JAM,2013,1
Jamaica,JAM,2014,1
Jamaica,JAM,2015,1
Jamaica,JAM,2016,1
Jamaica,JAM,2017,1
Jamaica,JAM,2018,1
Jamaica,JAM,2019,1
Jamaica,JAM,2020,1
Jamaica,JAM,2021,1
Jamaica,JAM,2022,1
Jamaica,JAM,2023,1
Japan,JPN,1890,1
Japan,JPN,1891,1
Japan,JPN,1892,1
Japan,JPN,1893,1
Japan,JPN,1894,1
Japan,JPN,1895,1
Japan,JPN,1896,1
Japan,JPN,1897,1
Japan,JPN,1898,1
Japan,JPN,1899,1
Japan,JPN,1900,1
Japan,JPN,1901,1
Japan,JPN,1902,1
Japan,JPN,1903,1
Japan,JPN,1904,1
Japan,JPN,1905,1
Japan,JPN,1906,1
Japan,JPN,1907,1
Japan,JPN,1908,1
Japan,JPN,1909,1
Japan,JPN,1910,1
Japan,JPN,1911,1
Japan,JPN,1912,1
Japan,JPN,1913,1
Japan,JPN,1914,1
Japan,JPN,1915,1
Japan,JPN,1916,1
Japan,JPN,1917,1
Japan,JPN,1918,1
Japan,JPN,1919,1
Japan,JPN,1920,1
Japan,JPN,1921,1
Japan,JPN,1922,1
Japan,JPN,1923,1
Japan,JPN,1924,1
Japan,JPN,1925,1
Japan,JPN,1926,1
Japan,JPN,1927,1
Japan,JPN,1928,1
Japan,JPN,1929,1
Japan,JPN,1930,1
Japan,JPN,1931,1
Japan,JPN,1932,1
Japan,JPN,1933,1
Japan,JPN,1934,1
Japan,JPN,1935,1
Japan,JPN,1936,1
Japan,JPN,1937,1
Japan,JPN,1938,1
Japan,JPN,1939,1
Japan,JPN,1940,1
Japan,JPN,1941,1
Japan,JPN,1942,0
Japan,JPN,1943,0
Japan,JPN,1944,0
Japan,JPN,1945,0
Japan,JPN,1946,1
Japan,JPN,1947,1
Japan,JPN,1948,1
Japan,JPN,1949,1
Japan,JPN,1950,1
Japan,JPN,1951,1
Japan,JPN,1952,1
Japan,JPN,1953,1
Japan,JPN,1954,1
Japan,JPN,1955,1
Japan,JPN,1956,1
Japan,JPN,1957,1
Japan,JPN,1958,1
Japan,JPN,1959,1
Japan,JPN,1960,1
Japan,JPN,1961,1
Japan,JPN,1962,1
Japan,JPN,1963,1
Japan,JPN,1964,1
Japan,JPN,1965,1
Japan,JPN,1966,1
Japan,JPN,1967,1
Japan,JPN,1968,1
Japan,JPN,1969,1
Japan,JPN,1970,1
Japan,JPN,1971,1
Japan,JPN,1972,1
Japan,JPN,1973,1
Japan,JPN,1974,1
Japan,JPN,1975,1
Japan,JPN,1976,1
Japan,JPN,1977,1
Japan,JPN,1978,1
Japan,JPN,1979,1
Japan,JPN,1980,1
Japan,JPN,1981,1
Japan,JPN,1982,1
Japan,JPN,1983,1
Japan,JPN,1984,1
Japan,JPN,1985,1
Japan,JPN,1986,1
Japan,JPN,1987,1
Japan,JPN,1988,1
Japan,JPN,1989,1
Japan,JPN,1990,1
Japan,JPN,1991,1
Japan,JPN,1992,1
Japan,JPN,1993,1
Japan,JPN,1994,1
Japan,JPN,1995,1
Japan,JPN,1996,1
Japan,JPN,1997,1
Japan,JPN,1998,1
Japan,JPN,1999,1
Japan,JPN,2000,1
Japan,JPN,2001,1
Japan,JPN,2002,1
Japan,JPN,2003,1
Japan,JPN,2004,1
Japan,JPN,2005,1
Japan,JPN,2006,1
Japan,JPN,2007,1
Japan,JPN,2008,1
Japan,JPN,2009,1
Japan,JPN,2010,1
Japan,JPN,2011,1
Japan,JPN,2012,1
Japan,JPN,2013,1
Japan,JPN,2014,1
Japan,JPN,2015,1
Japan,JPN,2016,1
Japan,JPN,2017,1
Japan,JPN,2018,1
Japan,JPN,2019,1
Japan,JPN,2020,1
Japan,JPN,2021,1
Japan,JPN,2022,1
Japan,JPN,2023,1
Jordan,JOR,1947,1
Jordan,JOR,1948,1
Jordan,JOR,1949,1
Jordan,JOR,1950,1
Jordan,JOR,1951,1
Jordan,JOR,1952,1
Jordan,JOR,1953,1
Jordan,JOR,1954,1
Jordan,JOR,1955,1
Jordan,JOR,1956,1
Jordan,JOR,1957,1
Jordan,JOR,1958,1
Jordan,JOR,1959,1
Jordan,JOR,1960,1
Jordan,JOR,1961,0
Jordan,JOR,1962,0
Jordan,JOR,1963,0
Jordan,JOR,1964,0
Jordan,JOR,1965,0
Jordan,JOR,1966,0
Jordan,JOR,1967,0
Jordan,JOR,1968,0
Jordan,JOR,1969,0
Jordan,JOR,1970,0
Jordan,JOR,1971,0
Jordan,JOR,1972,0
Jordan,JOR,1973,0
Jordan,JOR,1974,0
Jordan,JOR,1989,1
Jordan,JOR,1990,1
Jordan,JOR,1991,1
Jordan,JOR,1992,1
Jordan,JOR,1993,1
Jordan,JOR,1994,1
Jordan,JOR,1995,1
Jordan,JOR,1996,1
Jordan,JOR,1997,1
Jordan,JOR,1998,1
Jordan,JOR,1999,1
