year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
2005,Dem. Rep. of the Congo,Angola,106772,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,http://reliefweb.int/sites/reliefweb.int/files/reliefweb_pdf/node-174695.pdf,"After having celebrated the end of Angola's devastating 27-year civil war in 2002 and the greadual return of refugees and intern displaced people in the following years, most of the world has ignored refugees and IDP from the continuing conflic",dominant,minority,,0.95,0.05,,101433,5338.6,
2006,Dem. Rep. of the Congo,Angola,132295,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,http://reliefweb.int/sites/reliefweb.int/files/reliefweb_pdf/node-174695.pdf,"After having celebrated the end of Angola's devastating 27-year civil war in 2002 and the greadual return of refugees and intern displaced people in the following years, most of the world has ignored refugees and IDP from the continuing conflic",dominant,minority,,0.95,0.05,,125680,6614.75,
2007,Dem. Rep. of the Congo,Angola,112680,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,http://reliefweb.int/sites/reliefweb.int/files/reliefweb_pdf/node-174695.pdf,"After having celebrated the end of Angola's devastating 27-year civil war in 2002 and the greadual return of refugees and intern displaced people in the following years, most of the world has ignored refugees and IDP from the continuing conflic",dominant,minority,,0.95,0.05,,107046,5634,
2008,Dem. Rep. of the Congo,Angola,111589,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,http://reliefweb.int/sites/reliefweb.int/files/reliefweb_pdf/node-174695.pdf,"After having celebrated the end of Angola's devastating 27-year civil war in 2002 and the greadual return of refugees and intern displaced people in the following years, most of the world has ignored refugees and IDP from the continuing conflic",dominant,minority,,0.95,0.05,,106010,5579.45,
2009,Dem. Rep. of the Congo,Angola,84374,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,http://reliefweb.int/sites/reliefweb.int/files/reliefweb_pdf/node-174695.pdf,"After having celebrated the end of Angola's devastating 27-year civil war in 2002 and the greadual return of refugees and intern displaced people in the following years, most of the world has ignored refugees and IDP from the continuing conflic",dominant,minority,,0.95,0.05,,80155.3,4218.7,
2010,Democratic Republic of Congo,Angola,79617,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,,,dominant,minority,,0.95,0.05,,75636.1,3980.85,
2011,Democratic Republic of Congo,Angola,78144,540,490,0,Bakongo,54001000,Cabindan Mayombe,54002000,,,,,dominant,minority,,0.95,0.05,,74236.8,3907.2,
1990,Dem. Rep. of the Congo,Sudan,70900,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,42540,14180,3545
1991,Dem. Rep. of the Congo,Sudan,90780,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,54468,18156,4539
1992,Dem. Rep. of the Congo,Sudan,109373,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,65623.8,21874.6,5468.65
1993,Dem. Rep. of the Congo,Sudan,111219,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,66731.4,22243.8,5560.95
1994,Dem. Rep. of the Congo,Sudan,111872,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,67123.2,22374.4,5593.6
1995,Dem. Rep. of the Congo,Sudan,94192,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,56515.2,18838.4,4709.6
1996,Dem. Rep. of the Congo,Sudan,96529,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,"Lischer; UNHCR","S.11 (Southerners); Refugees are coming from the south of Sudan",majority,minority,minority,0.6,0.2,0.05,57917.4,19305.8,4826.45
1997,Dem. Rep. of the Congo,Sudan,61181,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.unhcr.org/refworld/docid/3ae6a8a520.html,Changes in Sudan's civil war during 1997 encouraged thousands of Sudanese to repatriate,majority,minority,minority,0.6,0.2,0.05,36708.6,12236.2,3059.05
1998,Dem. Rep. of the Congo,Sudan,31100,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,18660,6220,1555
1999,Dem. Rep. of the Congo,Sudan,68000,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,40800,13600,3400
2000,Dem. Rep. of the Congo,Sudan,72910,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,43746,14582,3645.5
2001,Dem. Rep. of the Congo,Sudan,75009,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,45005.4,15001.8,3750.45
2002,Dem. Rep. of the Congo,Sudan,75781,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,45468.6,15156.2,3789.05
2011,Uganda,Dem. Rep. of the Congo,81487,490,500,0,Tutsi-Banyamulenge,49013000,,,,,,,dominant,,,0.95,,,77412.6,,
2003,Dem. Rep. of the Congo,Sudan,45060,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,27036,9012,2253
2004,Dem. Rep. of the Congo,Sudan,45226,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,27135.6,9045.2,2261.3
2005,Dem. Rep. of the Congo,Sudan,11723,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.smallarmssurveysudan.org/pdfs/HSBA-SWP-4-DRC-Sudan.pdf,the strikes have added a further level of insecurity in the state where ethnic skirmishes between Dinka and Azande in late 2005 had already shaken several towns and villages,majority,minority,minority,0.6,0.2,0.05,7033.8,2344.6,586.15
2006,Dem. Rep. of the Congo,Sudan,6181,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,3708.6,1236.2,309.05
2007,Dem. Rep. of the Congo,Sudan,2511,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,1506.6,502.2,125.55
2008,Dem. Rep. of the Congo,Sudan,2511,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,1506.6,502.2,125.55
2009,Dem. Rep. of the Congo,Sudan,2509,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,http://www.globalsecurity.org/military/world/war/sudan.thm,The ongoing civil war das displaced mor than 4 million southerners. The south also contains many tribal gorups and uses many more languages than in the north. The Dinka (pop. Est. Mor than 1 million) is the largest of the many Black African tri,majority,minority,minority,0.6,0.2,0.05,1505.4,501.8,125.45
2010,Democratic Republic of Congo,Sudan,2505,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,,,majority,minority,minority,0.6,0.2,0.05,1503,501,125.25
2011,Democratic Republic of Congo,Sudan,2504,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,,,majority,minority,minority,0.6,0.2,0.05,1502.4,500.8,125.2
2012,Democratic Republic of Congo,Sudan,2505,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,,,majority,minority,minority,0.6,0.2,0.05,1503,501,125.25
2013,Democratic Republic of Congo,Sudan,2564,625,490,0,Dinka,62504000,Nuer,62508000,Other Southern groups,62511000,,,majority,minority,minority,0.6,0.2,0.05,1538.4,512.8,128.2
2015,Democratic Republic of Congo,South Sudan,5597,626,490,,99,,,,,,,,,,,,,,,,
2016,Democratic Republic of Congo,South Sudan,66672,626,490,,99,,,,,,,,,,,,,,,,
2017,Democratic Republic of Congo,South Sudan,88970,626,490,,99,,,,,,,,,,,,,,,,
2018,Democratic Republic of Congo,South Sudan,95704,626,490,,99,,,,,,,,,,,,,,,,
2019,Democratic Republic of Congo,South Sudan,88717,626,490,,99,,,,,,,,,,,,,,,,
2020,Democratic Republic of Congo,South Sudan,89058,626,490,,99,,,,,,,,,,,,,,,,
1975,Uganda,Dem. Rep. of the Congo,34450,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,32727.5,,
1976,Uganda,Dem. Rep. of the Congo,34230,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,32518.5,,
1977,Uganda,Dem. Rep. of the Congo,34710,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,32974.5,,
1978,Uganda,Dem. Rep. of the Congo,34700,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,32965,,
1979,Uganda,Dem. Rep. of the Congo,34000,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,32300,,
1980,Uganda,Dem. Rep. of the Congo,32000,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,30400,,
1981,Uganda,Dem. Rep. of the Congo,32000,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,30400,,
1982,Uganda,Dem. Rep. of the Congo,32000,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,30400,,
1983,Uganda,Dem. Rep. of the Congo,31350,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,29782.5,,
1984,Uganda,Dem. Rep. of the Congo,31350,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,29782.5,,
1985,Uganda,Dem. Rep. of the Congo,32700,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,31065,,
1986,Uganda,Dem. Rep. of the Congo,30800,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,29260,,
1992,Uganda,Dem. Rep. of the Congo,15624,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,14842.8,,
1993,Uganda,Dem. Rep. of the Congo,4500,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,4275,,
1994,Uganda,Dem. Rep. of the Congo,4500,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,4275,,
1995,Uganda,Dem. Rep. of the Congo,12313,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,11697.3,,
1996,Uganda,Dem. Rep. of the Congo,28611,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,27180.4,,
1997,Uganda,Dem. Rep. of the Congo,14246,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,13533.7,,
1998,Uganda,Dem. Rep. of the Congo,5350,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,5082.5,,
1999,Uganda,Dem. Rep. of the Congo,7987,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,7587.65,,
2000,Uganda,Dem. Rep. of the Congo,9019,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,8568.05,,
2001,Uganda,Dem. Rep. of the Congo,7613,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,7232.35,,
2002,Uganda,Dem. Rep. of the Congo,8848,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,8405.6,,
2003,Uganda,Dem. Rep. of the Congo,11680,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,11096,,
2004,Uganda,Dem. Rep. of the Congo,14982,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,14232.9,,
2005,Uganda,Dem. Rep. of the Congo,20564,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,19535.8,,
2006,Uganda,Dem. Rep. of the Congo,28766,490,500,0,Hutu,,,,,,,,dominant,,,0.95,,,27327.7,,
2007,Uganda,Dem. Rep. of the Congo,41782,490,500,0,Hutu,,,,,,"IWPR (2007): Refugees on the move as DR Congo fighting escalates, extracted from: http://www.congoplanet.com/article.jspid=4526953 on teh 20.04.2011.",,dominant,,,0.95,,,39692.9,,
2016,Uganda,Dem. Rep. of the Congo,205363,490,500,0,Tutsi-Banyamulenge,49013000,,,,,,,dominant,,,0.95,,,195095,,
2017,Uganda,Dem. Rep. of the Congo,226192,490,500,0,Tutsi-Banyamulenge,49013000,,,,,https://reliefweb.int/report/uganda/thousands-congolese-refugees-arrive-uganda,"They refugees were reportedly fleeing tribal fighting between the Bagegere and the Lendu, while others were running away from areas where UPDF soldiers were fighting ADF rebels.",dominant,,,0.95,,,214882,,
2018,Uganda,Dem. Rep. of the Congo,303092,490,500,0,Tutsi-Banyamulenge,49013000,,,,,https://reliefweb.int/report/uganda/thousands-congolese-refugees-arrive-uganda,"They refugees were reportedly fleeing tribal fighting between the Bagegere and the Lendu, while others were running away from areas where UPDF soldiers were fighting ADF rebels.",majority,,,0.65,,,197010,,
2019,Uganda,Dem. Rep. of the Congo,394037,490,500,0,Tutsi-Banyamulenge,49013000,,,,,https://reliefweb.int/report/uganda/thousands-congolese-refugees-arrive-uganda,"They refugees were reportedly fleeing tribal fighting between the Bagegere and the Lendu, while others were running away from areas where UPDF soldiers were fighting ADF rebels.",majority,,,0.65,,,256124,,
2020,Uganda,Dem. Rep. of the Congo,408436,490,500,0,Tutsi-Banyamulenge,49013000,,,,,https://reliefweb.int/report/uganda/thousands-congolese-refugees-arrive-uganda,"They refugees were reportedly fleeing tribal fighting between the Bagegere and the Lendu, while others were running away from areas where UPDF soldiers were fighting ADF rebels.",majority,,,0.65,,,265483,,
2007,Uganda,Burundi,2224,516,500,92180.7,,,,,,,,,,,,,,,,,
2008,Uganda,Burundi,3183,516,500,92180.7,,,,,,,,,,,,,,,,,
2009,Uganda,Burundi,3777,516,500,92180.7,,,,,,,,,,,,,,,,,
2010,Uganda,Burundi,4950,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,2970,1485,
2011,Uganda,Burundi,6687,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,4012.2,2006.1,
2012,Uganda,Burundi,10728,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,6436.8,3218.4,
2013,Uganda,Burundi,10587,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,6352.2,3176.1,
2014,Uganda,Burundi,11903,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,7141.8,3570.9,
2015,Uganda,Burundi,26256,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,15753.6,7876.8,
2016,Uganda,Burundi,41012,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,24607.2,12303.6,
2017,Uganda,Burundi,38245,516,500,92180.7,Hutu,51601000,Tutsi,51602000,,,,,majority,minority,,0.6,0.3,,22947,11473.5,
2018,Uganda,Burundi,32518,516,500,92180.7,99,,,,,,,,,,,,,,,,
2019,Uganda,Burundi,43888,516,500,92180.7,99,,,,,,,,,,,,,,,,
2020,Uganda,Burundi,46275,516,500,92180.7,99,,,,,,,,,,,,,,,,
1975,Uganda,Rwanda,78120,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,74214,,
1976,Uganda,Rwanda,78480,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,74556,,
1977,Uganda,Rwanda,76840,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,72998,,
1978,Uganda,Rwanda,78000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,74100,,
1979,Uganda,Rwanda,78000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,74100,,
1980,Uganda,Rwanda,80000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,76000,,
1981,Uganda,Rwanda,80000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,76000,,
1982,Uganda,Rwanda,80000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,76000,,
1983,Uganda,Rwanda,80320,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,76304,,
1984,Uganda,Rwanda,115350,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,109582,,
1985,Uganda,Rwanda,118000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,112100,,
1986,Uganda,Rwanda,111600,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,106020,,
1987,Uganda,Rwanda,83860,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,79667,,
1988,Uganda,Rwanda,83588,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,79408.6,,
1989,Uganda,Rwanda,75553,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,71775.4,,
1990,Uganda,Rwanda,82156,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,78048.2,,
1991,Uganda,Rwanda,84010,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,79809.5,,
1992,Uganda,Rwanda,85806,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,81515.7,,
1993,Uganda,Rwanda,97000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,92150,,
1994,Uganda,Rwanda,97000,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,92150,,
1995,Uganda,Rwanda,6450,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,6127.5,,
1996,Uganda,Rwanda,11236,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,10674.2,,
1997,Uganda,Rwanda,12200,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,11590,,
1998,Uganda,Rwanda,7497,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,7122.15,,
1999,Uganda,Rwanda,7983,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,7583.85,,
2000,Uganda,Rwanda,13740,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,13053,,
2001,Uganda,Rwanda,14288,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,13573.6,,
2002,Uganda,Rwanda,18937,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,17990.2,,
2003,Uganda,Rwanda,19604,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,18623.8,,
2004,Uganda,Rwanda,18902,517,500,0,Hutu,51701000,,,,,"USCRI (2004): Country Report, extracted from: http://www.refugees.org/countryreports.aspxid=180 on the 27.08.2010.",.,dominant,,,0.95,,,17956.9,,
2005,Uganda,Rwanda,20213,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,19202.3,,
2006,Uganda,Rwanda,21866,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,20772.7,,
2007,Uganda,Rwanda,17846,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,16953.7,,
2008,Uganda,Rwanda,16162,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,15353.9,,
2009,Uganda,Rwanda,15717,517,500,0,Hutu,51701000,,,,,,,dominant,,,0.95,,,14931.1,,
2010,Uganda,Rwanda,12590,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,7554,3777,
2011,Uganda,Rwanda,12998,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,7798.8,3899.4,
2012,Uganda,Rwanda,14684,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8810.4,4405.2,
2013,Uganda,Rwanda,13376,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8025.6,4012.8,
2014,Uganda,Rwanda,14312,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8587.2,4293.6,
2015,Uganda,Rwanda,14714,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8828.4,4414.2,
2016,Uganda,Rwanda,15231,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,9138.6,4569.3,
2017,Uganda,Rwanda,14282,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8569.2,4284.6,
2018,Uganda,Rwanda,14024,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,8414.4,4207.2,
2019,Uganda,Rwanda,15362,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,9217.2,4608.6,
2020,Uganda,Rwanda,15459,517,500,0,Hutu,51701000,Tutsi,51702000,,,,,majority,minority,,0.6,0.3,,9275.4,4637.7,
1992,Uganda,Somalia,2030,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,1928.5,,
1993,Uganda,Somalia,2300,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,2185,,
1994,Uganda,Somalia,2300,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,2185,,
2006,Uganda,Somalia,3752,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,3564.4,,
2007,Uganda,Somalia,4573,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,4344.35,,
2008,Uganda,Somalia,6085,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,5780.75,,
2009,Uganda,Somalia,8172,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,7763.4,,
2010,Uganda,Somalia,11151,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,10593.5,,
2011,Uganda,Somalia,14023,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,13321.8,,
2012,Uganda,Somalia,19000,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,18050,,
2013,Uganda,Somalia,13144,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,12486.8,,
2014,Uganda,Somalia,17010,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,16159.5,,
2015,Uganda,Somalia,27720,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,26334,,
2016,Uganda,Somalia,30689,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,29154.5,,
2017,Uganda,Somalia,25011,520,500,665205,Somali,52001000,,,,,,,dominant,,,0.95,,,23760.4,,
2018,Uganda,Somalia,18764,520,500,665205,Somali,52001000,,,,,,,majority,,,0.65,,,12196.6,,
2019,Uganda,Somalia,33073,520,500,665205,Somali,52001000,,,,,,,majority,,,0.65,,,21497.4,,
2020,Uganda,Somalia,33102,520,500,665205,Somali,52001000,,,,,,,majority,,,0.65,,,21516.3,,
2016,Uganda,Ethiopia,2002,530,500,190393,99,,,,,,,,,,,,,,,,
2019,Uganda,Ethiopia,2007,530,500,190393,99,,,,,,,,,,,,,,,,
2020,Uganda,Ethiopia,2058,530,500,190393,99,,,,,,,,,,,,,,,,
1987,Uganda,Sudan,3010,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1806,602,150.5
1988,Uganda,Sudan,18000,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,10800,3600,900
1989,Uganda,Sudan,52979,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,.,majority,minority,minority,0.6,0.2,0.05,31787.4,10595.8,2648.95
1990,Uganda,Sudan,61960,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,37176,12392,3098
1991,Uganda,Sudan,77142,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,46285.2,15428.4,3857.1
1992,Uganda,Sudan,92110,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,55266,18422,4605.5
1993,Uganda,Sudan,180000,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,108000,36000,9000
1994,Uganda,Sudan,180000,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,108000,36000,9000
1995,Uganda,Sudan,209860,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,125916,41972,10493
1996,Uganda,Sudan,223720,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,", in: Journal of Refugee Studies, Vol. 17, No. 4, p. 420-435.",(p. 427).,minority,minority,minority,0.3,0.1,0.05,67116,22372,11186
1997,Uganda,Sudan,160365,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,Merkx (2000):,,majority,minority,minority,0.6,0.2,0.05,96219,32073,8018.25
1998,Uganda,Sudan,189840,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,113904,37968,9492
1999,Uganda,Sudan,200565,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,120339,40113,10028.2
